iter	Passed	Remaining
672	1384	672
673	1386	670
674	1388	668
675	1390	666
676	1392	664
677	1394	662
678	1396	660
679	1399	658
680	1401	656
681	1403	654
682	1405	652
683	1407	650
684	1409	648
685	1412	646
686	1414	644
687	1415	642
688	1418	640
689	1420	637
690	1421	635
691	1423	633
692	1425	631
693	1427	629
694	1430	627
695	1432	625
696	1434	623
697	1436	621
698	1438	619
699	1440	617
700	1442	615
701	1444	613
702	1446	611
703	1448	609
704	1450	606
705	1452	604
706	1454	602
707	1456	600
708	1458	598
709	1460	596
710	1462	594
711	1464	592
712	1466	590
713	1468	588
714	1471	586
715	1473	584
716	1475	582
717	1477	580
718	1479	578
719	1481	576
720	1483	574
721	1485	572
722	1488	570
723	1490	568
724	1492	565
725	1494	563
726	1496	561
727	1498	559
728	1500	557
729	1502	555
730	1504	553
731	1505	551
732	1507	549
733	1510	547
734	1512	545
735	1514	543
736	1516	541
737	1518	539
738	1520	536
739	1522	534
740	1524	532
741	1526	530
742	1528	528
743	1530	526
744	1532	524
745	1534	522
746	1536	520
747	1538	518
748	1540	516
749	1542	514
750	1544	512
751	1546	510
752	1548	507
753	1550	505
754	1552	503
755	1554	501
756	1556	499
757	1558	497
758	1560	495
759	1562	493
760	1564	491
761	1567	489
762	1569	487
763	1571	485
764	1572	483
765	1574	481
766	1576	479
767	1578	476
768	1580	474
769	1582	472
770	1584	470
771	1586	468
772	1588	466
773	1591	464
774	1593	462
775	1595	460
776	1597	458
777	1599	456
778	1601	454
779	1603	452
780	1605	450
781	1607	448
782	1609	446
783	1611	443
784	1613	441
785	1615	439
786	1617	437
787	1619	435
788	1621	433
789	1623	431
790	1625	429
791	1627	427
792	1629	425
793	1631	423
794	1633	421
795	1635	419
796	1637	417
797	1639	415
798	1641	412
799	1643	410
800	1645	408
801	1648	406
802	1650	404
803	1652	402
804	1654	400
805	1656	398
806	1658	396
807	1660	394
808	1662	392
809	1664	390
810	1666	388
811	1668	386
812	1670	384
813	1672	382
814	1674	380
815	1676	378
816	1678	375
817	1681	374
818	1683	372
819	1685	369
820	1687	367
821	1689	365
822	1691	363
823	1693	361
824	1695	359
825	1697	357
826	1699	355
827	1701	353
828	1703	351
829	1705	349
830	1707	347
831	1709	345
832	1711	343
833	1713	341
834	1715	339
835	1717	336
836	1719	334
837	1721	332
838	1723	330
839	1725	328
840	1727	326
841	1729	324
842	1731	322
843	1733	320
844	1735	318
845	1737	316
846	1739	314
847	1741	312
848	1743	310
849	1745	307
850	1747	305
851	1749	303
852	1751	301
853	1753	299
854	1754	297
855	1756	295
856	1758	293
857	1760	291
858	1763	289
859	1765	287
860	1767	285
861	1769	283
862	1771	281
863	1773	279
864	1775	277
865	1777	275
866	1779	272
867	1781	270
868	1783	268
869	1785	266
870	1787	264
871	1789	262
872	1791	260
873	1793	258
874	1795	256
875	1797	254
876	1799	252
877	1802	250
878	1804	248
879	1806	246
880	1808	244
881	1810	242
882	1812	240
883	1814	238
884	1816	236
885	1818	233
886	1820	231
887	1822	229
888	1824	227
889	1826	225
890	1828	223
891	1830	221
892	1832	219
893	1834	217
894	1836	215
895	1838	213
896	1840	211
897	1842	209
898	1844	207
899	1846	205
900	1848	203
901	1850	201
902	1852	199
903	1854	196
904	1856	194
905	1858	192
906	1860	190
907	1862	188
908	1864	186
909	1866	184
910	1868	182
911	1870	180
912	1872	178
913	1874	176
914	1876	174
915	1878	172
916	1881	170
917	1882	168
918	1884	166
919	1886	164
920	1888	161
921	1890	159
922	1892	157
923	1894	155
924	1896	153
925	1898	151
926	1900	149
927	1903	147
928	1905	145
929	1906	143
930	1909	141
931	1911	139
932	1913	137
933	1915	135
934	1917	133
935	1919	131
936	1921	129
937	1923	127
938	1925	125
939	1927	123
940	1929	120
